,lemma,pos,gender,word_cluster,TYPE
0,α,NOUN,n,0,
1,α,NOUN,n,0,
44,ἀβέβαιος,ADJ,-,43,
16947,βέβαιος,ADJ,-,43,
45,ἀβεβαιότης,NOUN,f,44,
16948,βεβαιότης,NOUN,f,44,
46,ἀβέβηλος,ADJ,-,45,
16959,βέβηλος,ADJ,-,45,
51,ἀβέλτερος,ADJ,-,50,
16991,βέλτερος,ADJ,-,50,
64,ἄβλαστος,ADJ,-,63,
3293,ἄλαστος,ADJ,-,63,
78,ἀβληχρός,ADJ,-,77,
17252,βληχρός,ADJ,-,77,
101,ἀβούτης,NOUN,m,100,
17718,βούτης,NOUN,m,100,
145,ἀβροχικός,ADJ,-,144,
18013,βροχικός,ADJ,-,144,
183,ἀγαθοεργασία,NOUN,f,182,WR
185,ἀγαθοεργία,NOUN,f,182,WR
217,ἀγαλλιάω,VERB,-,215,
18327,γαλιάω,VERB,-,215,
251,ἀγανακτητικός,ADJ,-,249,WR
253,ἀγανακτικός,ADJ,-,249,WR
287,ἀγαυρίαμα,NOUN,n,284,
18455,γαυρίαμα,NOUN,n,284,
306,ἀγγελικός,ADJ,-,303,
348,ἀγελικός,ADJ,-,303,
312,ἀγγελτικός,ADJ,-,309,
31173,ἐξαγγελτικός,ADJ,-,309,
338,ἀγελαστικός,ADJ,-,335,
18526,γελαστικός,ADJ,-,335,
350,ἀγέλοιος,ADJ,-,346,
18541,γέλοιος,ADJ,-,346,
354,ἀγένεια,NOUN,f,350,WR
359,ἀγέννεια,NOUN,f,350,WR
356,ἀγενής,ADJ,-,352,WR
360,ἀγεννής,ADJ,-,352,WR
357,ἀγενησία,NOUN,f,353,WR
361,ἀγεννησία,NOUN,f,353,WR
358,ἀγένητος,ADJ,-,354,WR
362,ἀγέννητος,ADJ,-,354,WR
378,ἀγεωμέτρητος,ADJ,-,370,
18748,γεωμέτρητος,ADJ,-,370,
395,ἀγήρατος,NOUN,m,387,
396,ἀγήρατος,NOUN,m,387,
405,ἁγιασμός,NOUN,m,396,
416,ἁγισμός,NOUN,m,396,
430,ἀγκαλίζομαι,VERB,-,420,
44879,καλίζομαι,VERB,-,420,
561,ἁγνευτήριον,NOUN,n,551,
99269,χωνευτήριον,NOUN,n,551,
567,ἁγνιασμός,NOUN,m,557,WR
571,ἁγνισμός,NOUN,m,557,WR
573,ἁγνιστήριον,NOUN,n,562,
54950,μαδιστήριον,NOUN,n,562,
98844,χριστήριον,NOUN,n,562,
579,ἀγνοηματίζω,VERB,-,568,
60487,νοηματίζω,VERB,-,568,
600,ἀγνωμονεύω,VERB,-,589,
19117,γνωμονεύω,VERB,-,589,
602,ἀγνωμοσύνη,NOUN,f,591,
19120,γνωμοσύνη,NOUN,f,591,
612,ἀγξηραίνω,VERB,-,601,WR
5983,ἀναξηραίνω,VERB,-,601,WR
26025,ἐγξηραίνω,VERB,-,601,
742,ἀγριόφυλλον,NOUN,n,731,
59118,μυριόφυλλον,NOUN,n,731,
811,ἀγυμνασία,NOUN,f,800,
19477,γυμνασία,NOUN,f,800,
895,ἄγχουρος,NOUN,m,884,
896,ἄγχουρος,NOUN,m,884,
899,ἀγχουσίζομαι,VERB,-,887,
26104,ἐγχουσίζομαι,VERB,-,887,
919,ἀγώνιος,ADJ,-,907,
19641,γώνιος,ADJ,-,907,
935,ἄγωνος,NOUN,m,923,
936,ἄγωνος,NOUN,m,923,
956,ἀδάμας,NOUN,m,943,
957,ἀδάμας,NOUN,m,943,
991,ἀδελφεοκτόνος,ADJ,-,977,WR
1004,ἀδελφοκτόνος,ADJ,-,977,WR
1011,ἀδελφός,NOUN,m,996,
1012,ἀδελφός,NOUN,m,996,
1103,ἀδιαπνευστία,NOUN,f,1087,
21697,διαπνευστία,NOUN,f,1087,
1442,ἀερέθομαι,VERB,-,1426,
39934,ἠγερέθομαι,VERB,-,1426,
1456,ἀεροδρόμος,ADJ,-,1440,
1938,αἰθεροδρόμος,ADJ,-,1440,
1457,ἀεροειδής,ADJ,-,1441,WR
40040,ἠεροειδής,ADJ,-,1441,WR
1575,ἄητος,NOUN,m,1559,
1576,ἄητος,NOUN,m,1559,
1580,ἀθαλασσία,NOUN,f,1563,
40854,θαλασσία,NOUN,f,1563,
1612,ἀθέλεος,ADJ,-,1595,
41136,θέλεος,ADJ,-,1595,
1615,ἀθελξίνοος,ADJ,-,1598,
41155,θελξίνοος,ADJ,-,1598,
1632,ἀθεραπευσία,NOUN,f,1615,
24762,δυσθεραπευσία,NOUN,f,1615,
41407,θεραπευσία,NOUN,f,1615,
1637,ἀθέριστος,ADJ,-,1620,
95246,φέριστος,ADJ,-,1620,
1639,ἄθερμος,ADJ,-,1622,
27270,ἔκθερμος,ADJ,-,1622,
1675,ἀθήρευτος,ADJ,-,1658,
15325,αὐτοθήρευτος,ADJ,-,1658,
1730,ἀθριπήδεστος,ADJ,-,1713,
42087,θριπήδεστος,ADJ,-,1713,
1742,ἀθυμέω,VERB,-,1725,
63392,ὀξυθυμέω,VERB,-,1725,
1744,ἀθυμία,NOUN,f,1727,
42250,θυμία,NOUN,f,1727,
1786,αἰγάριον,NOUN,n,1769,
18407,γάριον,NOUN,n,1769,
1926,αἴθαλος,NOUN,m,1909,
1927,αἴθαλος,NOUN,m,1909,
2021,αἱμάσσω,VERB,-,2002,
43114,ἱμάσσω,VERB,-,2002,
2031,αἱμάτιον,NOUN,n,2012,
43125,ἱμάτιον,NOUN,n,2012,
2120,αἰνέω,VERB,-,2101,
43177,ἰνέω,VERB,-,2101,
2338,αἰτητικός,ADJ,-,2319,
43896,ἰτητικός,ADJ,-,2319,
2384,αἰωνίζω,VERB,-,2365,
44012,Ἰωνίζω,VERB,-,2365,
2412,ἀκαίριμος,ADJ,-,2393,
44405,καίριμος,ADJ,-,2393,
2413,ἀκαίριος,ADJ,-,2394,
44407,καίριος,ADJ,-,2394,
2427,ἀκακοήθης,ADJ,-,2408,
44538,κακοήθης,ADJ,-,2408,
2428,ἀκακοπαθέω,VERB,-,2409,
44619,κακοπαθέω,VERB,-,2409,
2441,ἀκαλός,ADJ,-,2422,
45098,καλός,ADJ,-,2422,
2463,ἀκανθήεις,ADJ,-,2444,
44432,κακανθήεις,ADJ,-,2444,
2486,ἀκανθώδης,ADJ,-,2467,
45315,κανθώδης,ADJ,-,2467,
2521,ἀκατάγγελτος,ADJ,-,2502,
45843,κατάγγελτος,ADJ,-,2502,
2526,ἀκαταθύμιος,ADJ,-,2507,
46102,καταθύμιος,ADJ,-,2507,
2533,ἀκατάκριτος,ADJ,-,2514,
46325,κατάκριτος,ADJ,-,2514,
2539,ἀκαταλληλία,NOUN,f,2520,
46443,καταλληλία,NOUN,f,2520,
2540,ἀκατάλληλος,ADJ,-,2521,
46444,κατάλληλος,ADJ,-,2521,
2544,ἀκατάμακτος,ADJ,-,2525,
46491,κατάμακτος,ADJ,-,2525,
2552,ἀκατανόητος,ADJ,-,2533,
37865,εὐκατανόητος,ADJ,-,2533,
2557,ἀκατάπληκτος,ADJ,-,2538,
46834,κατάπληκτος,ADJ,-,2538,
2567,ἀκατασκεύαστος,ADJ,-,2548,
12587,ἀπροκατασκεύαστος,ADJ,-,2548,
2568,ἀκατάσκευος,ADJ,-,2549,
25749,ἐγκατάσκευος,ADJ,-,2549,
47119,κατάσκευος,ADJ,-,2549,
2581,ἀκατάσχετος,ADJ,-,2562,
47324,κατάσχετος,ADJ,-,2562,
2588,ἀκαταφρόνητος,ADJ,-,2569,
24829,δυσκαταφρόνητος,ADJ,-,2569,
37885,εὐκαταφρόνητος,ADJ,-,2569,
47501,καταφρόνητος,ADJ,-,2569,
2598,ἀκατονόμαστος,ADJ,-,2579,
47962,κατονόμαστος,ADJ,-,2579,
2600,ἀκάτοπτος,ADJ,-,2581,
47981,κάτοπτος,ADJ,-,2581,
2621,ἀκενόσπουδος,ADJ,-,2602,
48404,κενόσπουδος,ADJ,-,2602,
2694,ἀκίβδηλος,ADJ,-,2675,
49005,κίβδηλος,ADJ,-,2675,
2702,ἀκινάκης,NOUN,m,2683,
49104,κινάκης,NOUN,m,2683,
2706,ἀκινδυνώδης,ADJ,-,2687,
49117,κινδυνώδης,ADJ,-,2687,
2717,ἀκίς,NOUN,f,2698,
100007,ὠκίς,NOUN,f,2698,
2735,ἀκληρέω,VERB,-,2716,
53677,ληρέω,VERB,-,2716,
2746,ἀκλισία,NOUN,f,2727,
49544,κλισία,NOUN,f,2727,
2788,ἀκοινωνία,NOUN,f,2769,
49969,κοινωνία,NOUN,f,2769,
2826,ἀκονητής,NOUN,m,2807,
50326,κονητής,NOUN,m,2807,
2845,ἀκοντιστήριον,NOUN,n,2826,
96808,φροντιστήριον,NOUN,n,2826,
2851,ἀκοντοφόρος,ADJ,-,2832,
50369,κοντοφόρος,ADJ,-,2832,
2861,ἀκοπρώδης,ADJ,-,2842,
50450,κοπρώδης,ADJ,-,2842,
2874,ἀκοσμέω,VERB,-,2855,
50677,κοσμέω,VERB,-,2855,
2923,ἀκρατέω,VERB,-,2904,
51023,κρατέω,VERB,-,2904,
2929,ἀκρατίζομαι,VERB,-,2910,
51040,κρατίζομαι,VERB,-,2910,
2932,ἀκράτιστος,ADJ,-,2913,
51046,κράτιστος,ADJ,-,2913,
2965,ἀκριβολογέομαι,VERB,-,2946,
31301,ἐξακριβολογέομαι,VERB,-,2946,
3024,ἀκροβολιστικός,ADJ,-,3005,
17378,βολιστικός,ADJ,-,3005,
3056,ἀκρολογέω,VERB,-,3037,
55115,μακρολογέω,VERB,-,3037,
3144,ἀκρόχειρον,NOUN,n,3125,
78146,πρόχειρον,NOUN,n,3125,
3210,ἀκύλιστος,ADJ,-,3191,
90355,τρικύλιστος,ADJ,-,3191,
3234,ἄκων,NOUN,m,3215,
3235,ἄκων,NOUN,m,3215,
3258,ἀλαζών,NOUN,m,3238,
3259,ἀλαζών,NOUN,m,3238,
3326,ἀλεαντικός,ADJ,-,3304,
53035,λεαντικός,ADJ,-,3304,
3352,ἀλειτουργησία,NOUN,f,3330,
53122,λειτουργησία,NOUN,f,3330,
3380,ἀλέκτωρ,NOUN,m,3358,
3382,ἀλέκτωρ,NOUN,m,3358,
3384,ἀλέκτωρ,NOUN,m,3358,
3381,ἀλέκτωρ,NOUN,f,3359,
3383,ἀλέκτωρ,NOUN,f,3359,
3385,ἀλέκτωρ,NOUN,f,3359,
3472,ἀληθότης,NOUN,f,3446,
53596,ληθότης,NOUN,f,3446,
3491,ἀλητικός,ADJ,-,3465,
9290,ἀντλητικός,ADJ,-,3465,
89636,τλητικός,ADJ,-,3465,
3494,ἀλητός,NOUN,m,3468,
3495,ἀλητός,NOUN,m,3468,
3512,ἁλιαρός,ADJ,-,3485,
53721,λιαρός,ADJ,-,3485,
3554,ἀλιθοκόλλητος,ADJ,-,3527,
53866,λιθοκόλλητος,ADJ,-,3527,
3584,ἅλιος,NOUN,m,3557,
3585,ἅλιος,NOUN,m,3557,
3630,ἀλιταίνω,VERB,-,3602,
54236,λιταίνω,VERB,-,3602,
3631,ἀλιτάνευτος,ADJ,-,3603,WR
3748,ἀλλιτάνευτος,ADJ,-,3603,WR
3638,ἀλιτήριος,ADJ,-,3610,
72328,πολιορκητήριος,ADJ,-,3610,
3735,ἀλληλοφθονία,NOUN,f,3707,
3736,ἀλληλοφθορία,NOUN,f,3707,
3765,ἀλλοειδής,ADJ,-,3735,
54452,λοξοειδής,ADJ,-,3735,
3846,ἄλλυτος,ADJ,-,3816,WR
4005,ἄλυτος,ADJ,-,3816,WR
3888,ἀλογοειδής,ADJ,-,3858,
54344,λογοειδής,ADJ,-,3858,
96340,φλογοειδής,ADJ,-,3858,
3896,ἀλογώδης,ADJ,-,3866,
54394,λογώδης,ADJ,-,3866,
96346,φλογώδης,ADJ,-,3866,
3909,ἀλοιμός,NOUN,m,3879,
54421,λοιμός,NOUN,m,3879,
3940,ἀλουτιάω,VERB,-,3910,
54501,λουτιάω,VERB,-,3910,
3975,ἀλυπέω,VERB,-,3945,
54683,λυπέω,VERB,-,3945,
3989,ἅλυσις,NOUN,f,3959,
40204,ἤλυσις,NOUN,f,3959,
3991,ἀλυσιτέλεια,NOUN,f,3961,
54742,λυσιτέλεια,NOUN,f,3961,
3992,ἀλυσιτελής,ADJ,-,3962,
54744,λυσιτελής,ADJ,-,3962,
4069,ἀλωπεκία,NOUN,f,4038,
4075,ἀλωπεκίς,NOUN,f,4038,
4101,ἀμαλακία,NOUN,f,4069,
55207,μαλακία,NOUN,f,4069,
4121,ἀμαλός,ADJ,-,4089,
55298,μαλός,ADJ,-,4089,
4154,ἁμαξοτροχιά,NOUN,f,4122,
4199,ἁματροχιά,NOUN,f,4122,
4185,ἁμαρτωλός,NOUN,m,4153,
4186,ἁμαρτωλός,NOUN,m,4153,
4197,ἀματαιότης,NOUN,f,4164,
55600,ματαιότης,NOUN,f,4164,
4266,ἀμβροσία,NOUN,f,4232,
4267,ἀμβροσία,NOUN,f,4232,
4285,ἀμέθυστος,NOUN,n,4250,
4286,ἀμέθυστος,NOUN,n,4250,
4306,ἀμελεϊστί,ADV,-,4270,
56244,μελεϊστί,ADV,-,4270,
4313,ἀμελητικός,ADJ,-,4277,
34388,ἐπιμελητικός,ADJ,-,4277,
4314,ἀμέλητος,ADJ,-,4278,
4319,ἀμέλλητος,ADJ,-,4278,
4326,ἀμεμψίμοιρος,ADJ,-,4289,
56496,μεμψίμοιρος,ADJ,-,4289,
4358,ἀμετάκλητος,ADJ,-,4321,
56893,μετάκλητος,ADJ,-,4321,
4370,ἀμετάπτωτος,ADJ,-,4333,
57065,μετάπτωτος,ADJ,-,4333,
4371,ἀμετάστατος,ADJ,-,4334,
57111,μετάστατος,ADJ,-,4334,
4376,ἀμετατροπία,NOUN,f,4339,
57154,μετατροπία,NOUN,f,4339,
4377,ἀμετάτροπος,ADJ,-,4340,
57155,μετάτροπος,ADJ,-,4340,
4382,ἀμέτοχος,ADJ,-,4345,
57363,μέτοχος,ADJ,-,4345,
4431,ἁμιλλητέον,ADJ,-,4394,
21416,διαμιλλητέον,ADJ,-,4394,
4453,ἀμιχθαλόεις,ADJ,-,4416,
58121,μιχθαλόεις,ADJ,-,4416,
4469,ἀμμορία,NOUN,f,4432,WR
4551,ἀμορία,NOUN,f,4432,WR
4470,ἄμμορος,ADJ,-,4433,
4553,ἄμορος,ADJ,-,4433,
4488,ἀμνημονέω,VERB,-,4451,
58148,μνημονέω,VERB,-,4451,
4491,ἀμνησικακέω,VERB,-,4454,
58157,μνησικακέω,VERB,-,4454,
4493,ἀμνησικακία,NOUN,f,4456,
58159,μνησικακία,NOUN,f,4456,
4494,ἀμνησίκακος,ADJ,-,4457,
58160,μνησίκακος,ADJ,-,4457,
4500,ἀμνίον,NOUN,n,4463,
58186,μνίον,NOUN,n,4463,
4534,ἀμόρα,NOUN,f,4497,
58644,μόρα,NOUN,f,4497,
4548,ἀμοργός,NOUN,m,4511,
4549,Ἀμοργός,NOUN,m,4511,
4564,ἀμουσία,NOUN,f,4524,
91835,ὑομουσία,NOUN,f,4524,
4580,ἀμπελικός,ADJ,-,4540,
4585,ἀμπελιτικός,ADJ,-,4540,
4639,ἀμυγδάλεος,ADJ,-,4598,
4641,ἀμυγδάλινος,ADJ,-,4598,
4653,ἀμυγμός,NOUN,m,4611,
58834,μυγμός,NOUN,m,4611,
4704,ἀμυχμός,NOUN,m,4662,
59303,μυχμός,NOUN,m,4662,
4767,ἀμφιβάλλω,VERB,-,4725,
32481,ἐπαμφιβάλλω,VERB,-,4725,
4951,ἀμφιμάομαι,VERB,-,4909,
5090,ἀμφιτιμάομαι,VERB,-,4909,
5154,ἀμφοτέρωθεν,ADV,-,5111,
5156,ἀμφοτέρως,ADV,-,5111,
5179,ἄν,PART,-,5135,
5180,ἄν,PART,-,5135,
5181,ἀνά,ADP,-,5136,
5182,ἀνά,ADP,-,5136,
5213,ἀναβιώσκομαι,VERB,-,5167,
17156,βιώσκομαι,VERB,-,5167,
5345,ἀναγωγεύς,NOUN,m,5299,
85226,συναγωγεύς,NOUN,m,5299,
5362,ἀναδείκνυμι,VERB,-,5316,
85371,συναναδείκνυμι,VERB,-,5316,
5372,ἀναδενδρίτης,NOUN,m,5326,
20316,δενδρίτης,NOUN,m,5326,
5394,ἀναδικέω,VERB,-,5348,
85237,συναδικέω,VERB,-,5348,
5466,ἀναθαυμάζω,VERB,-,5420,
27256,ἐκθαυμάζω,VERB,-,5420,
41007,θαυμάζω,VERB,-,5420,
5471,ἀναθεματισμός,NOUN,m,5425,
41165,θεματισμός,NOUN,m,5425,
5474,ἀναθερμαίνω,VERB,-,5428,
27268,ἐκθερμαίνω,VERB,-,5428,
41457,θερμαίνω,VERB,-,5428,
5574,ἀνακαίνισις,NOUN,f,5528,
44353,καίνισις,NOUN,f,5528,
5577,ἀνακαίνωσις,NOUN,f,5531,
44402,καίνωσις,NOUN,f,5531,
5580,ἀνακαλαμάομαι,VERB,-,5534,
44790,καλαμάομαι,VERB,-,5534,
5608,ἀνακεφαλαιόομαι,VERB,-,5562,
11121,ἀποκεφαλαιόομαι,VERB,-,5562,
5609,ἀνακεφαλαίωσις,NOUN,f,5563,
48731,κεφαλαίωσις,NOUN,f,5563,
5614,ἀνακηρύσσω,VERB,-,5568,
48966,κηρύσσω,VERB,-,5568,
5618,ἀνακινδυνεύω,VERB,-,5572,
85392,συνανακινδυνεύω,VERB,-,5572,
5661,ἀνακογχυλιασμός,NOUN,m,5615,WR
5664,ἀνακογχυλισμός,NOUN,m,5615,WR
5666,ἀνακοινέω,VERB,-,5619,
49904,κοινανέω,VERB,-,5619,
5690,ἀνακοπτέον,VERB,-,5643,
21167,διακοπτέον,VERB,-,5643,
5709,ἀνακρεμαστήρ,NOUN,m,5662,
51109,κρεμαστήρ,NOUN,m,5662,
5881,ἀναμεταξύ,ADV,-,5834,
57005,μεταξύ,ADV,-,5834,
5887,ἀναμηρυκάομαι,VERB,-,5840,
11482,ἀπομηρυκάομαι,VERB,-,5840,
5961,ἀνανταγώνιστος,ADJ,-,5914,
8030,ἀνταγώνιστος,ADJ,-,5914,
5962,ἀναντάλλακτος,ADJ,-,5915,
8059,ἀντάλλακτος,ADJ,-,5915,
5968,ἀναντίλεκτος,ADJ,-,5921,
8685,ἀντίλεκτος,ADJ,-,5921,
6007,ἀναπαίω,VERB,-,5960,
6008,ἀναπαλαίω,VERB,-,5960,
6029,ἀνάπαυσις,NOUN,f,5981,
32572,ἐπανάπαυσις,NOUN,f,5981,
6049,ἀναπέτομαι,VERB,-,6001,
27844,ἐκπέτομαι,VERB,-,6001,
34680,ἐπιπέτομαι,VERB,-,6001,
70850,πέτομαι,VERB,-,6001,
6099,ἀναπληρωτικός,ADJ,-,6051,
27901,ἐκπληρωτικός,ADJ,-,6051,
71773,πληρωτικός,ADJ,-,6051,
6179,ἀναπτεροποιέω,VERB,-,6131,
78480,πτεροποιέω,VERB,-,6131,
6218,ἀναρίθμησις,NOUN,f,6170,
29928,ἐναρίθμησις,NOUN,f,6170,
6234,ἀναροιβδέω,VERB,-,6186,WR
6265,ἀναρροιβδέω,VERB,-,6186,WR
6278,ἀνάρρυσις,NOUN,f,6229,
6289,ἀνάρυσις,NOUN,f,6229,
6291,ἀναρχία,NOUN,f,6241,
58368,μοναρχία,NOUN,f,6241,
6297,ἀνασβέννυμι,VERB,-,6247,
80434,σβέννυμι,VERB,-,6247,
87346,συσβέννυμι,VERB,-,6247,
6376,ἀναστεναχίζω,VERB,-,6326,
82909,στεναχίζω,VERB,-,6326,
6399,ἀναστράπτω,VERB,-,6349,
85700,συναστράπτω,VERB,-,6349,
6401,ἀναστρατοπεδεία,NOUN,f,6351,
83502,στρατοπεδεία,NOUN,f,6351,
6402,ἀναστρατοπεδεύω,VERB,-,6352,
47275,καταστρατοπεδεύω,VERB,-,6352,
83506,στρατοπεδεύω,VERB,-,6352,
6559,ἀναφθέγγομαι,VERB,-,6509,
22291,διαφθέγγομαι,VERB,-,6509,
6627,ἀναχελύσσομαι,VERB,-,6577,
98020,χελύσσομαι,VERB,-,6577,
6637,ἀναχρέμπτομαι,VERB,-,6587,
28439,ἐκχρέμπτομαι,VERB,-,6587,
98722,χρέμπτομαι,VERB,-,6587,
6671,ἄναψις,NOUN,f,6621,
29995,ἔναψις,NOUN,f,6621,
6694,ἀνδρακάς,NOUN,f,6644,
6695,ἀνδρακάς,NOUN,f,6644,
6810,ἀνδρονομέομαι,VERB,-,6759,
91573,ὑδρονομέομαι,VERB,-,6759,
6840,ἀνδρώδης,ADJ,-,6789,
20346,δενδρώδης,ADJ,-,6789,
6885,ἀνειλέω,VERB,-,6834,
30220,ἐνειλέω,VERB,-,6834,
6886,ἀνείλημα,NOUN,n,6835,
30221,ἐνείλημα,NOUN,n,6835,
6901,ἀνείσακτος,ADJ,-,6850,
85990,συνείσακτος,ADJ,-,6850,
6906,ἀνείσφορος,ADJ,-,6855,
86016,συνείσφορος,ADJ,-,6855,
6942,ἀνεκτικός,ADJ,-,6891,
7431,ἀνθεκτικός,ADJ,-,6891,
6972,ἀνελίσσω,VERB,-,6921,
86156,συνελίσσω,VERB,-,6921,
6973,ἀνελκής,ADJ,-,6922,
44435,κακελκής,ADJ,-,6922,
6979,ἀνέλκωσις,NOUN,f,6928,
15724,ἀφέλκωσις,NOUN,f,6928,
6994,ἀνεμέω,VERB,-,6943,
30241,ἐνεμέω,VERB,-,6943,
7085,ἀνέορτος,ADJ,-,7034,
60014,νέορτος,ADJ,-,7034,
7098,ἀνεπαφροδισία,NOUN,f,7047,
65974,πανεπαφροδισία,NOUN,f,7047,
7122,ἀνεπιδείκνυμι,VERB,-,7071,
86346,συνεπιδείκνυμι,VERB,-,7071,
7229,ἀνεργάζομαι,VERB,-,7178,
30274,ἐνεργάζομαι,VERB,-,7178,
7251,ἀνερμήνευτος,ADJ,-,7200,
24709,δυσερμήνευτος,ADJ,-,7200,
7266,ἀνεσταλμένως,ADV,-,7215,
86514,συνεσταλμένως,ADV,-,7215,
7268,ἀνεστραμμένως,ADV,-,7217,
86521,συνεστραμμένως,ADV,-,7217,
7278,ἄνευ,ADP,-,7227,
7279,ἄνευ,ADP,-,7227,
7300,ἀνευρίσκω,VERB,-,7248,
30318,ἐνευρίσκω,VERB,-,7248,
7307,ἀνευφημέω,VERB,-,7255,
86559,συνευφημέω,VERB,-,7255,
7308,ἀνευφραίνομαι,VERB,-,7256,
30323,ἐνευφραίνομαι,VERB,-,7256,
31844,ἐξευφραίνομαι,VERB,-,7256,
7312,ἀνεύχομαι,VERB,-,7260,
91827,ὐνεύχομαι,VERB,-,7260,
7313,ἀνεφάλλομαι,VERB,-,7261,
30326,ἐνεφάλλομαι,VERB,-,7261,
7353,ἀνήκεστος,ADJ,-,7301,
60259,νήκεστος,ADJ,-,7301,
7357,ἀνήκοος,ADJ,-,7305,
86611,συνήκοος,ADJ,-,7305,
7358,ἀνηκουστέω,VERB,-,7306,
60261,νηκουστέω,VERB,-,7306,
7360,ἀνήκουστος,ADJ,-,7308,
60262,νήκουστος,ADJ,-,7308,
7364,ἀνηλεγής,ADJ,-,7312,
60268,νηλεγής,ADJ,-,7312,
7365,ἀνηλεής,ADJ,-,7313,
60269,νηλεής,ADJ,-,7313,
7387,ἀνηνεμέω,VERB,-,7335,
60284,νηνεμέω,VERB,-,7335,
7389,ἀνήνεμος,ADJ,-,7337,
60286,νήνεμος,ADJ,-,7337,
86627,συνήνεμος,ADJ,-,7337,
7401,ἀνήρης,ADJ,-,7349,
30378,ἑνήρης,ADJ,-,7349,
7414,ἀνηχέω,VERB,-,7362,
30383,ἐνηχέω,VERB,-,7362,
7661,ἀνθυπόστασις,NOUN,f,7608,
9427,ἀνυπόστασις,NOUN,f,7608,
7791,ἀννησοειδής,ADJ,-,7738,
60361,νησοειδής,ADJ,-,7738,
7806,ἄνοδος,NOUN,f,7753,
7807,ἄνοδος,NOUN,f,7753,
7809,ἀνοδύρομαι,VERB,-,7755,
9298,ἀντοδύρομαι,VERB,-,7755,
7812,ἀνόημα,NOUN,n,7758,
60486,νόημα,NOUN,n,7758,
7817,ἀνόητος,ADJ,-,7763,
7927,ἀνόνητος,ADJ,-,7763,
7837,ἀνοικοδομέω,VERB,-,7783,
86863,συνοικοδομέω,VERB,-,7783,
7839,ἀνοικοδόμησις,NOUN,f,7785,
32046,ἐξοικοδόμησις,NOUN,f,7785,
7840,ἀνοικοδομία,NOUN,f,7786,
9302,ἀντοικοδομία,NOUN,f,7786,
7887,ἀνόμιμος,ADJ,-,7833,
60534,νόμιμος,ADJ,-,7833,
7926,ἀνονείδιστος,ADJ,-,7872,
35876,ἐπονείδιστος,ADJ,-,7872,
7933,ἄνοπτος,ADJ,-,7878,
66104,πάνοπτος,ADJ,-,7878,
7947,ἀνορθιάζω,VERB,-,7892,
9322,ἀντορθιάζω,VERB,-,7892,
7978,ἀνόστιμος,ADJ,-,7923,
60636,νόστιμος,ADJ,-,7923,
7995,ἀνουσίωσις,NOUN,f,7940,
86969,συνουσίωσις,NOUN,f,7940,
8009,ἀνοχλητικός,ADJ,-,7954,
65018,ὀχλητικός,ADJ,-,7954,
8062,ἀνταμείβομαι,VERB,-,8005,
8111,ἀνταπαμείβομαι,VERB,-,8005,
8209,ἀντεκτείνω,VERB,-,8151,
8291,ἀντεπεκτείνω,VERB,-,8151,
8266,ἀντεξέρχομαι,VERB,-,8208,
8296,ἀντεπεξέρχομαι,VERB,-,8208,
8394,ἀντί,ADP,-,8334,
8395,ἀντί,ADP,-,8334,
8397,ἀντιάνειρα,NOUN,f,8336,
18218,βωτιάνειρα,NOUN,f,8336,
8408,ἀντιβάλλω,VERB,-,8347,
85501,συναντιβάλλω,VERB,-,8347,
8422,ἀντιβλασφημέω,VERB,-,8361,
33281,ἐπιβλασφημέω,VERB,-,8361,
8448,ἀντιγλαυκισμός,NOUN,m,8387,
18897,γλαυκισμός,NOUN,m,8387,
18983,γλυκισμός,NOUN,m,8387,
8487,ἀντιδιανυκτερεύω,VERB,-,8426,
21552,διανυκτερεύω,VERB,-,8426,
8692,ἀντιληπτικός,ADJ,-,8630,
53673,ληπτικός,ADJ,-,8630,
8700,ἀντιλογητικός,ADJ,-,8638,WR
8703,ἀντιλογικός,ADJ,-,8638,WR
8810,ἀντίον,NOUN,n,8747,
8811,ἀντίον,NOUN,n,8747,
8812,ἀντίον,NOUN,n,8747,
8820,ἀντιπαγκρατιάζω,VERB,-,8755,
65209,παγκρατιάζω,VERB,-,8755,
8893,ἀντιπαρρησιάζομαι,VERB,-,8828,
34643,ἐπιπαρρησιάζομαι,VERB,-,8828,
68257,παρρησιάζομαι,VERB,-,8828,
8906,ἀντιπέρα,ADV,-,8841,WR
8909,ἀντιπέραν,ADV,-,8841,WR
8910,ἀντιπέρας,ADV,-,8841,WR
8914,ἀντιπεριβάλλω,VERB,-,8847,
69361,περιβάλλω,VERB,-,8847,
8919,ἀντιπεριλαμβάνω,VERB,-,8852,
29297,ἐμπεριλαμβάνω,VERB,-,8852,
69823,περιλαμβάνω,VERB,-,8852,
8957,ἀντιποθέω,VERB,-,8890,
8973,ἀντιπορθέω,VERB,-,8890,
8999,ἀντιπροσαγορεύω,VERB,-,8931,
75954,προσαγορεύω,VERB,-,8931,
9169,ἀντιτιμώρησις,NOUN,f,9101,
89551,τιμώρησις,NOUN,f,9101,
9380,ἀνυμεναιόω,VERB,-,9308,
87146,συνυμεναιόω,VERB,-,9308,
9423,ἀνύποπτος,ADJ,-,9351,
31123,ἐνύποπτος,ADJ,-,9351,
9428,ἀνυπόστατος,ADJ,-,9355,
31125,ἐνυπόστατος,ADJ,-,9355,
9466,ἀνώδυνος,ADJ,-,9393,
60888,νώδυνος,ADJ,-,9393,
